BARRIO,SITIO
URB. MILITAR E19,VIAS PUBLICAS
SAN VICENTE E2,VIAS PUBLICAS
LA MERCED E3,VIAS PUBLICAS
NUEVA TEQUENDAMA E19,VIAS PUBLICAS
SANTA BARBARA,OFICINAS
LAS MALVINAS,VIAS PUBLICAS
EL BOSQUE,FINCAS Y SIMILARES
ALCALA,VIAS PUBLICAS
EL ESMERALDAL,CASAS DE HABITACION
BARRIOS UNIDOS,APARTAMENTO EN CONJUNTO CERRADO
SAN BERNARDO C-16,VIAS PUBLICAS
ALFONSO LOPEZ C-5,VEHICULO
LA CANDELARIA C-10,PARQUES
BARRIO COLON C-10,VIAS PUBLICAS
LOPEZ DE MESA C-7,TRANSPORTE PUBLICO
MANRIQUE 2  C-3,VIAS PUBLICAS
BELEN C-16,INTERIOR VEHICULO PARTICULAR
LA CANDELARIA C-10,VIAS PUBLICAS
CALAZANS C-12,APARTAMENTO
VILLA CARLOTA C-14,CASAS DE HABITACION
GUAYAQUIL C-10,CENTRO COMERCIAL
SAN BENITO C-10,VIAS PUBLICAS
LAS MERCEDES C-16,VIAS PUBLICAS
LA FLORIDA C-14,VIAS PUBLICAS
EL POBLADO C-14,VIAS PUBLICAS
EL POBLADO C-14,VIAS PUBLICAS
GUAYAQUIL C-10,ALMACENES
LA CANDELARIA C-10,VIAS PUBLICAS
ENTREAMIGOS,VIAS PUBLICAS
PRADOS DE SABANETA,VIAS PUBLICAS
LAS BODEGAS,VIAS PUBLICAS
LA ALBORAYA,ESTADERO
EL CARMEN,VIAS PUBLICAS
ZONA RURAL,CARRETERA
JAGUEY DE VILLA ESPERANZA,VIAS PUBLICAS
MANZANILLO,CASAS DE HABITACION
CARTAGENITA,VIAS PUBLICAS
BARRIO YATI,VIAS PUBLICAS
BARRIO CENTRO,VIAS PUBLICAS
LA NUBIA,VIAS PUBLICAS
CENTRO,"HOTELES, RESIDENCIAS, Y SIMILARES."
BAJO TABLAZO,CASAS DE HABITACION
BAJA SUIZA,VIAS PUBLICAS
RODRIGO TURBAY 1 ETAPA,TIENDA
JUAN XXIII,BOMBA DE GASOLINA
VILLA SALEM,CASAS DE HABITACION
CASIMENA,VIAS PUBLICAS
VDA RIO BLANCO NORTE,VIAS PUBLICAS
EL EMPEDRADO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
EL PROGRESO,VIAS PUBLICAS
LAS PALMAS,ALMACENES
LA ESPERANZA,VIAS PUBLICAS
LA GRANJA,VIAS PUBLICAS
RISARALDA,VIAS PUBLICAS
LA JULIA,VIAS PUBLICAS
BUENAVISTA,RESTAURANTES
RISARALDA,VIAS PUBLICAS
RISARALDA,VIAS PUBLICAS
MOGAMBO,SECTOR COMERCIO
VILLA ROSARIO,VIAS PUBLICAS
SAN JORGE CENTRAL E-15,LOCAL COMERCIAL
VOTO NACIONAL E-14,ESTACION TRANSMILENIO RICAURTE (CLL 13)
CIUDAD DE CALI E-8,VIAS PUBLICAS
URB. ELTEJAR E-16,VIAS PUBLICAS
PATIO BONITO I E-8,INTERIOR VEHICULO SERVICIO PUBLICO
LOS NARANJOS E-7,CANCHA DE FUTBOL
CHICO NORTE I E-2,PARQUES
CENTENARIO E-9,VIAS PUBLICAS
FLORIDA SUR ALTO E-19,VIAS PUBLICAS
VOTO NACIONAL E-14,VIAS PUBLICAS
ALCALA  E-11,ESTACION TRANSMILENIO ALCALA
VENECIA E-6,BUS MASIVO INTEGRAL DE OCCIDENTE M.I.O.
URB. ORTEZAL E-16,VIAS PUBLICAS
LAS DOS AVENIDAS E-8,VIAS PUBLICAS
SANTA ISABEL OCCIDENTAL E-16,VIAS PUBLICAS
VENECIA E-6,CALLEJON
RESTREPO E-15,VIAS PUBLICAS
URB. TIMIZA E-8,CASAS DE HABITACION
HIPOTECHO OCCIDENTAL E-8,DISCOTECAS
LOS CEDRITOS E-1,VIAS PUBLICAS
CHICO NORTE II E-2,VIAS PUBLICAS
ALCAZARES E-12,PANADERIAS
EL TUNAL II E-6,VIAS PUBLICAS
SANTA ISABEL E-14,ESTACION TRANSMILENIO SANTA ISABEL
URB. MAZUREN I SECTOR E-11,VIAS PUBLICAS
SAN FRANCISCO E-19,VIAS PUBLICAS
SUCRE E-2,VIAS PUBLICAS
EL RESTREPO E-15,VIAS PUBLICAS
GUSTAVO RESTREPO E-18,VIAS PUBLICAS
MARIA PAZ E-8,VIAS PUBLICAS
LA SOLEDAD E-13,ESTACION TRANSMILENIO UNIV. NACIONAL
CASTILLA REAL     E-8,VIAS PUBLICAS
EL CARMEN,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CANAIMA,LOCAL COMERCIAL
ALAMOS NORTE,VIAS PUBLICAS
SANTA CLARA,CASAS DE HABITACION
SANTA CLARA,CASAS DE HABITACION
MONSERRATE,VIAS PUBLICAS
MANZANARES,VIAS PUBLICAS
LUIS CARLOS GALAN ETAPA I,CASAS DE HABITACION
CANDIDO LEGUIZAMO,VIAS PUBLICAS
SANTA ISABEL,CASAS DE HABITACION
NARINHO (C-1),VIAS PUBLICAS
CAMELLON 20 DE JULIO   (C-1),VIAS PUBLICAS
LA PAZ,VIAS PUBLICAS
GAIRA CENTRO,VIAS PUBLICAS
GAITAN,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
REMANSOS DE ROSA BLANCA,VIAS PUBLICAS
LA ESMERALDA,VIAS PUBLICAS
BARZAL BAJO,VIAS PUBLICAS
PORFIA,VIAS PUBLICAS
7 DE AGOSTO,VIAS PUBLICAS
AVENIDA PANAMERICANA,VIAS PUBLICAS
SANTA FE,VIAS PUBLICAS
BOMBONA,VIAS PUBLICAS
LAS CUADRAS,VIAS PUBLICAS
MARIDIAZ,VIAS PUBLICAS
SENDOYA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
MARIDIAZ,VIAS PUBLICAS
BOLIVAR,HOSPITALES
BARRIO SAN EDUARDO,VIAS PUBLICAS
CENTRO COMERCIAL CALIMA,VIAS PUBLICAS
EL RECREO,CASAS DE HABITACION
LA CABANHA,VIAS PUBLICAS
CENTRO,INTERIOR VEHICULO SERVICIO PUBLICO
LA JULIA,VIAS PUBLICAS
GUADALUPE,VIAS PUBLICAS
SECTOR EL ESTADIO,VIAS PUBLICAS
SECTOR PLAZA DE BOLIVAR,CASAS DE HABITACION
SECTOR PUENTES DE LA 9A CON 12,VIAS PUBLICAS
CARACOL LA CURVA,VIAS PUBLICAS
INTERMEDIO (V/SANTANA),CASAS DE HABITACION
EL TRIUNFO,VIAS PUBLICAS
YARIMA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
SAN FRANCISCO,LOCAL COMERCIAL
SAN ALONSO,VIAS PUBLICAS
BOLIVAR,VIAS PUBLICAS
LA AURORA,ALMACENES
LAGOS I,SUPERMERCADOS
URB. ALTOS DE BELLAVISTA,FRENTE CONJUNTO - VIA PUBLICA
EL PALENQUE,VIAS PUBLICAS
LA POPA,VIAS PUBLICAS
SAN JOSE,VIAS PUBLICAS
SANTA CATALINA,VIAS PUBLICAS
20 DE JULIO,VIAS PUBLICAS
20 DE JULIO,VIAS PUBLICAS
FORD,VIAS PUBLICAS
ALTO FORD,VIAS PUBLICAS
PUERTA ROJA,VIAS PUBLICAS
SAN CARLOS,VIAS PUBLICAS
LA PALMA,VIAS PUBLICAS
VRDA. SANTO DOMINGO,FINCAS Y SIMILARES
CENTRO,VIAS PUBLICAS
PALMERAS,VIAS PUBLICAS
CENTENARIO,VIAS PUBLICAS
VIA PANAMERICANA,VIAS PUBLICAS
VIA PANAMERICANA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
ALTAMAR,ALTAMAR
CANHAVERALES - LOS SAMANES E17,INTERIOR VEHICULO SERVICIO PUBLICO
VILLA DEL PRADO - EL GUABITO E5,VIAS PUBLICAS
EL LIMONAR E17,CENTRO COMERCIAL
EL PENHON E3,VIAS PUBLICAS
EUCARISTICO E19,VIAS PUBLICAS
PANAMERICANO E10,VIAS PUBLICAS
MARIANO RAMOS E16,VIAS PUBLICAS
SAN ANTONIO E3,VIAS PUBLICAS
URBANIZACION LA MERCED E2,VIAS PUBLICAS
URBANIZACION LA MERCED E2,VIAS PUBLICAS
SAN FERNANDO NUEVO E19,VIAS PUBLICAS
VDA. EL LLANITO,VIAS PUBLICAS
VDA. EL LLANITO,VIAS PUBLICAS
PRIMERO DE MAYO,SUPERMERCADOS
SAN CAYETANO,VIAS PUBLICAS
LA EMILIA,VIAS PUBLICAS
EL PORTAL,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
DITAIRES,VIAS PUBLICAS
SANTA CRUZ  C-2,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
CASTILLA C-5,VIAS PUBLICAS
CASTILLA C-5,SEMAFORO
LA CANDELARIA C-10,VIAS PUBLICAS
SAN DIEGO C-10,VIAS PUBLICAS
BELEN C-16,VIAS PUBLICAS
SANTA FE C-15,PANADERIAS
ESTADIO C-11,VIAS PUBLICAS
ESTADIO C-11,VIAS PUBLICAS
CORAZON DE JESUS C-10,SEMAFORO
EL POBLADO C-14,PARQUES
ESTADIO C-11,VIAS PUBLICAS
FLORIDA NUEVA C-11,VIAS PUBLICAS
SAN PEDRO  C-4,VEHICULO
GUAYABAL C-15,VIAS PUBLICAS
EL POBLADO C-14,VIAS PUBLICAS
ESTADIO C-11,ESCENARIOS DEPORTIVOS
SANTA INES  C-3,VIAS PUBLICAS
BARRIO COLOMBIA C-14,VIAS PUBLICAS
MOSCU 1  C-2,VIAS PUBLICAS
EL POBLADO C-14,VIAS PUBLICAS
ESTADIO C-11,ESTADIO
EVERFIT C-5,ALMACENES
LAURELES C-11,CASAS DE HABITACION
CRISTO REY C-15,VIAS PUBLICAS
CALLE REAL,VIAS PUBLICAS
VDA. PUERTO TOMAS,VIAS PUBLICAS
LA VICTORIA,VIAS PUBLICAS
SAN LUIS,VIAS PUBLICAS
SAN JORGE,VIAS PUBLICAS
JARDIN DEL NORTE,INTERIOR VEHICULO SERVICIO PUBLICO
LAS AMERICAS,VIAS PUBLICAS
CENTRO,CENTRO COMERCIAL
BARRIO CENTRO,VIAS PUBLICAS
BARRIO AQUIMIN,CASAS DE HABITACION
BARRIO AQUIMIN,CASAS DE HABITACION
FUNDADORES,VIAS PUBLICAS
BARRIO LA ASUNCION,VIAS PUBLICAS
BAJO TABLAZO,CASAS DE HABITACION
LOS MOLINOS,RODANDO SOBRE VIA - VIA PUBLICA
LA FLORIDA,BIBLIOTECA
CARIBABARE,CASAS DE HABITACION
LOS SAUCES,VIAS PUBLICAS
CGTO SAN SEBASTIAN,VIAS PUBLICAS
VILLA MELISA,CASAS DE HABITACION
TACASUAN,VIAS PUBLICAS
EL CENTRO,VIAS PUBLICAS
YOMASA NORTE E-5,VIAS PUBLICAS
VERACRUZ E-3,LOCAL COMERCIAL
MARIA PAZ E-8,VIAS PUBLICAS
GALERIAS E-13,VIAS PUBLICAS
FONTIBON CENTRO E-9,VIAS PUBLICAS
VILLA MAYOR E-15,VIAS PUBLICAS
EL AMPARO E-8,VIAS PUBLICAS
SANTA ISABEL E-14,VIAS PUBLICAS
LA FAVORITA E-14,VIAS PUBLICAS
HIPOTECHO OCCIDENTAL E-8,VIAS PUBLICAS
SAN JORGE E-18,VIAS PUBLICAS
7 DE AGOSTO E-12,CASA DE LENOCINIO
ESTRELLA E-13,VIAS PUBLICAS
CARVAJAL E-8,VIAS PUBLICAS
VENECIA E-6,TIENDA
GRAN COLOMBIANO E-8,VIAS PUBLICAS
GALERIAS E-13,VIAS PUBLICAS
FLORALIA E-8,PARQUES
DANUBIO AZUL E-5,CASAS DE HABITACION
EL CARMEN E-9,SOBRE ANDEN - VIA PUBLICA
SAN JOSE ORIENTAL E-4,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
URB. LOS DESEOS,CASAS DE HABITACION
URB. LOS DESEOS,CASAS DE HABITACION
MANZANARES,INTERIOR VEHICULO PARTICULAR
CANDIDO LEGUIZAMO,VIAS PUBLICAS
LOS ANDAQUIES,VIAS PUBLICAS
TUQUILA,VIAS PUBLICAS
20 DE JULIO,VIAS PUBLICAS
VEREDA PUENTE AMARILLO,TRAMO DE VIA
VEREDA VANGUARDIA,FINCAS Y SIMILARES
VEREDA LAS MERCEDES,CASAS DE HABITACION
SANTA HELENA I,VIAS PUBLICAS
TERMINAL TRASPORTES,TERMINAL DE TRANSPORTES
SAN FELIPE,VIAS PUBLICAS
LA CAROLINA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CORAZON DE JESUS,FRENTE A RESIDENCIAS - VIA PUBLICA
JAMONDINO,VIAS PUBLICAS
LOS ROBLES,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
EL BOSQUE,VIAS PUBLICAS
"LA FACHADA I,II Y III",VEHICULO
VILLA LILIANA,VIAS PUBLICAS
GRANADA,VIAS PUBLICAS
ZONA CENTRO,FRENTE A RESIDENCIAS - VIA PUBLICA
LA AURORA,CASAS DE HABITACION
EL TRIUNFO,VIAS PUBLICAS
INTERMEDIO (V/SANTANA),VIAS PUBLICAS
CENTRO (B) PEREIRA,CASAS DE HABITACION
LAS GRANJAS,VIAS PUBLICAS
PROVENZA,CANCHA DE FUTBOL
MIRAMAR,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CENTRO,"HOTELES, RESIDENCIAS, Y SIMILARES."
RAFAEL NUNHEZ,CASAS DE HABITACION
MI REFUGIO,VIAS PUBLICAS
EL BONGO,CASAS DE HABITACION
AV. LAS PENHITAS,VIAS PUBLICAS
LA MANO DE DIOS,VIAS PUBLICAS
LOS ANDES,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
BELEN,CASAS DE HABITACION
VER. TARQUI,LOCAL COMERCIAL
CENTRO,VIAS PUBLICAS
ESTACION,VIAS PUBLICAS
MURILLO TORO,VIAS PUBLICAS
VILLA CAFE,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
EL BOSQUE,CASAS DE HABITACION
BELLAVISTA,VIAS PUBLICAS
EUCARISTICO E19,PARADERO DE BUSES
EL LIDO E19,BUS MASIVO INTEGRAL DE OCCIDENTE M.I.O.
VILLA DEL PRADO - EL GUABITO E5,VIAS PUBLICAS
VILLA DEL PRADO - EL GUABITO E5,VIAS PUBLICAS
MELENDEZ E18,VIAS PUBLICAS
PRADOS DEL NORTE E2,VIAS PUBLICAS
CIUDADELA FLORALIA E6,VIAS PUBLICAS
SAN JUDAS TADEO I E10,VIAS PUBLICAS
BENJAMIN HERRERA E8,VIAS PUBLICAS
SIMON BOLIVAR E8,VIAS PUBLICAS
SAN NICOLAS E3,VIAS PUBLICAS
SANTA MONICA RESIDENCIAL E2,FRENTE A RESIDENCIAS - VIA PUBLICA
SANTA MONICA RESIDENCIAL E2,FRENTE A RESIDENCIAS - VIA PUBLICA
CORREGIMIENTO LA HABANA,DENTRO DE LA VIVIENDA
SANTA RITA,VIAS PUBLICAS
UNION DE VIVIENDA POPULAR,VIAS PUBLICAS
BOLIVAR E25,VIAS PUBLICAS
LAS MERCEDES,VIAS PUBLICAS
LA ESTACION,VIAS PUBLICAS
LA CABANHA,VIAS PUBLICAS
LAS ACACIAS,VIAS PUBLICAS
LA FLORIDA,COMEDORES Y/O COCINA
MIRAFLORES  C-9,VIAS PUBLICAS
CASTILLA C-5,VIAS PUBLICAS
SANTA LUCIA C-12,CASAS DE HABITACION
SANTA LUCIA C-12,CASAS DE HABITACION
MANRIQUE 2  C-3,VIAS PUBLICAS
LA CANDELARIA C-10,FRENTE A EDIFICIO - VIA PUBLICA
LOS COLORES C-11,VIAS PUBLICAS
FLORIDA NUEVA C-11,"BARES, CANTINAS Y SIMILARES"
CASTILLA C-5,PARQUES
CENTRO,VIAS PUBLICAS
LA CEIBA,VIAS PUBLICAS
CENTRO,VEHICULO
CIUDADELA METROPOLITANA,VIAS PUBLICAS
CIUDADELA METROPOLITANA,VIAS PUBLICAS
LA CANDELARIA,VIAS PUBLICAS
OLAYA HERRERA,VIAS PUBLICAS
BARRIO SAN DIEGO,CASAS DE HABITACION
ALTA SUIZA,CASAS DE HABITACION
JUAN XXIII,VIAS PUBLICAS
LAS MALVINAS,VIAS PUBLICAS
EL CENTRO,VIAS PUBLICAS
LUIS MARIA JIMENEZ,FRENTE A RESIDENCIAS - VIA PUBLICA
VILLA MARIA,CASAS DE HABITACION
CAMPO BELLO NORTE,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CRISTO REY,VIAS PUBLICAS
LA PRADERA,TIENDA
CHUCHURUBI,VIAS PUBLICAS
VILLANUEVA,VIAS PUBLICAS
SANTAFE,VIAS PUBLICAS
CGTO CAROLINA,CARRETERA
VER.SOCOTA,FINCAS Y SIMILARES
GRANADA NORTE E-11,VIAS PUBLICAS
SANTA ISABEL E-14,ESTACION TRANSMILENIO SANTA ISABEL
EDUARDO SANTOS E-14,VIAS PUBLICAS
SAN LUIS E-13,VIAS PUBLICAS
QUINTA PAREDES E-13,VIAS PUBLICAS
ENTRERIOS E-12,VIAS PUBLICAS
HIPOTECHO OCCIDENTAL E-8,VIAS PUBLICAS
EL RETIRO E-2,VIAS PUBLICAS
RICAURTE E-14,SOBRE ANDEN - VIA PUBLICA
SAN MIGUEL E-4,VIAS PUBLICAS
VENECIA E-6,VIAS PUBLICAS
SAN MARCOS E-10,VIAS PUBLICAS
SIMON BOLIVAR E-12,VIAS PUBLICAS
LA FAVORITA E-14,INTERIOR VEHICULO SITP
BRASILIA SUR E-5,VIAS PUBLICAS
SAN AGUSTIN II SECTOR E-18,VIAS PUBLICAS
VILLA ANA,VIAS PUBLICAS
LUIS ANTONIO ROBLES,FRENTE A RESIDENCIAS - VIA PUBLICA
1 DE MAYO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CANAIMA,VIAS PUBLICAS
VERSALLES,FRENTE A RESIDENCIAS - VIA PUBLICA
VERSALLES,FRENTE A RESIDENCIAS - VIA PUBLICA
LAS PALMAS ETAPA II,VIAS PUBLICAS
TIMANCO,CASAS DE HABITACION
ZONA INDUSTRIAL,VIAS PUBLICAS
DIEGO DE OSPINA,FRENTE IGLESIA - VIA PUBLICA
CARACOLI,VIAS PUBLICAS
VEREDA EL CAGUAN,LOCAL COMERCIAL
PARAISO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
TOTORAL,VIAS PUBLICAS
LAS LUNAS,VIAS PUBLICAS
TAMASAGRA I,VIAS PUBLICAS
BARRIO EL PORTICO,VIAS PUBLICAS
BARRIO EL LLANO,VIAS PUBLICAS
EL BERLIN,VEHICULO
CENTRO,VIAS PUBLICAS
ZONA CENTRO,DISCOTECAS
SANTA ISABEL 1,CANCHA DE FUTBOL
LA VICTORIA,CASAS DE HABITACION
LA VICTORIA,CASAS DE HABITACION
LA VICTORIA,CASAS DE HABITACION
BERLIN,RESTAURANTES
PROVIDENCIA,VIAS PUBLICAS
AMERICA,CASAS DE HABITACION
BELEN,VIAS PUBLICAS
GIRARDOT,LOCAL COMERCIAL
SAN ALONSO,VIAS PUBLICAS
COMUNEROS,LOCAL COMERCIAL
LA UNIVERSIDAD,LOCAL COMERCIAL
GARCIA ROVIRA,VIAS PUBLICAS
PALERMO,FRENTE A RESIDENCIAS - VIA PUBLICA
PALERMO,FRENTE A RESIDENCIAS - VIA PUBLICA
PIONEROS,CASAS DE HABITACION
VRDA. BRASIL,FINCAS Y SIMILARES
VRDA. BRASIL,FINCAS Y SIMILARES
CENTRO,VIAS PUBLICAS
VASCONIA,VIAS PUBLICAS
VRDA. LA CAJITA,CASAS DE HABITACION
VRDA. LA CAJITA,CASAS DE HABITACION
VRDA. LA CAJITA,CASAS DE HABITACION
EL CENTRO,VIAS PUBLICAS
EL CENTRO,VIAS PUBLICAS
PUERTAS DEL SOL E14,VIAS PUBLICAS
LA HACIENDA E17,VIAS PUBLICAS
SAN JUAN BOSCO E3,VIAS PUBLICAS
VALLADO E15,CASAS DE HABITACION
CIUDAD CORDOBA E15,VIAS PUBLICAS
ANTONIO NARINHO E16,VIAS PUBLICAS
EL CALVARIO E3,VIAS PUBLICAS
LLANO VERDE E15,VIAS PUBLICAS
CIUDAD CORDOBA E15,VIAS PUBLICAS
CGTO JUANCHITO,VIAS PUBLICAS
CENTRO,"HOTELES, RESIDENCIAS, Y SIMILARES."
EL ALBERGUE,DISCOTECAS
VIA BUGA - CGTO. LA HABANA,VIAS PUBLICAS
EL CARMEN,VIAS PUBLICAS
POPULAR,VIAS PUBLICAS
LA ASUNCION,VIAS PUBLICAS
DITAIRES,VIAS PUBLICAS
SANTA MARIA # 2,INTERIOR VEHICULO SERVICIO PUBLICO
VDA. EL AJIZAL,VIAS PUBLICAS
LOS NARANJOS,VIAS PUBLICAS
LOS GIRALDOS,CASAS DE HABITACION
SANTA CRUZ  C-2,VIAS PUBLICAS
LOS COLORES C-11,CASAS DE HABITACION
LA CANDELARIA C-10,VIAS PUBLICAS
BOLIVARIANA C-11,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
BOSTON C-10,VIAS PUBLICAS
BARRIO COLOMBIA C-14,VIAS PUBLICAS
SAN BENITO C-10,VIAS PUBLICAS
EL CHAGUALO C-10,VIAS PUBLICAS
EVERFIT C-5,VIAS PUBLICAS
SEVILLA  C-4,VIAS PUBLICAS
VDA. LA DOCTORA,APARTAMENTO
MIRAMAR,VIAS PUBLICAS
EL SANTUARIO,VIAS PUBLICAS
SAN ROQUE,VIAS PUBLICAS
CABRERA,VIAS PUBLICAS
VILLA CARMEN,VIAS PUBLICAS
BARRIO GAITAN,VIAS PUBLICAS
BARRIO GAITAN,VIAS PUBLICAS
BARRIO MESOPOTAMIA,VIAS PUBLICAS
CAMILO TORRES,VIAS PUBLICAS
ESTADIO,VIAS PUBLICAS
BAJO TABLAZO,VIAS PUBLICAS
EL CUNDUY,VIAS PUBLICAS
LOS OCOBOS,CASAS DE HABITACION
MACHANGARA,VIAS PUBLICAS
EL RECUERDO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
LUIS A ROBLES,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CHUCHURUBI,VIAS PUBLICAS
VILLA DEL RIO,VIAS PUBLICAS
SAN VICTORINO E-3,VIAS PUBLICAS
CIUDAD SALITRE E-9,VIAS PUBLICAS
QUINTA PAREDES E-13,ESTACION TRANSMILENIO QUINTA PAREDES
RICAURTE E-14,ESTACION TRANSMILENIO RICAURTE (CLL 13)
LOS CEDRITOS E-1,VIAS PUBLICAS
SANTA SOFIA E-12,VIAS PUBLICAS
RESTREPO E-15,"COLEGIOS, ESCUELAS"
CARVAJAL E-8,VIAS PUBLICAS
LAS AMERICAS E-8,ESTACION TRANSMILENIO PORTAL AMERICAS
LAS QUINTAS DEL SUR E-19,VIAS PUBLICAS
SAN VICTORINO E-3,VIAS PUBLICAS
FRANCISCO JOSE DE CALDASS   E-8,LOCAL COMERCIAL
VILLA JAVIER E-4,VIAS PUBLICAS
MANDALAY I ETAPA E-8,VIAS PUBLICAS
LAGO DE CHAPINERO E-2,LOCAL COMERCIAL
VEINTE DE JULIO E-4,VIAS PUBLICAS
LA PAZ BOSA E-7,VIAS PUBLICAS
SAN VICTORINO E-3,VIAS PUBLICAS
URB. VILLA SONIA E-16,VIAS PUBLICAS
RICAURTE E-14,ESTACION TRANSMILENIO RICAURTE (CRA 30)
URB. EL ROCIO E-1,VIAS PUBLICAS
GAITAN E-12,FRENTE A RESIDENCIAS - VIA PUBLICA
EL SALITRE E-13,BUS TRANSMILENIO
JUAN REY E-4,VIAS PUBLICAS
LA PALESTINA E-7,VIAS PUBLICAS
SAN VICENTE FERRER E-6,INTERIOR VEHICULO SERVICIO PUBLICO
EL RINCON E-11,VIAS PUBLICAS
URB. MONTES I SECTOR E-16,VIAS PUBLICAS
EL SALITRE E-13,ESTACION TRANSMILENIO AV. EL DORADO
JOSE JOAQUIN VARGAS E-12,INTERIOR VEHICULO SERVICIO PUBLICO
URB. EL CEDRITO E-1,VIAS PUBLICAS
CATALUNHA E-2,UNIVERSIDADES
ACEVEDO TEJADA E-13,VIAS PUBLICAS
BOSQUE DEL RIO FRIO,NO DEFINIDO
MATAJUNA,VIAS PUBLICAS
JUAN ANTONIO ARAUJO,VIAS PUBLICAS
ALAMOS NORTE,CASAS DE HABITACION
BOSQUES DE SAN LUIS,APARTAMENTO
ALAMOS NORTE,VIAS PUBLICAS
ALAMOS NORTE,VIAS PUBLICAS
LOS GUADUALES,VIAS PUBLICAS
GUADUALES,VIAS PUBLICAS
PORVENIR,VIAS PUBLICAS
SIMON BOLIVAR,VIAS PUBLICAS
COVISAN,VIAS PUBLICAS
LA ROSITA,VIAS PUBLICAS
AVENIDA BOYACA,VIAS PUBLICAS
ROSALES II,VIAS PUBLICAS
POTRERILLO,VIAS PUBLICAS
LA CAROLINA,VIAS PUBLICAS
PARQUE COLON,VIAS PUBLICAS
BARRIO LATINO,VIAS PUBLICAS
BARRIO TORCOROMA II,VIAS PUBLICAS
BARRIO PROMESA DE DIOS,VIAS PUBLICAS
BARRIO MARABEL,VIAS PUBLICAS
LA CECILIA,CASAS DE HABITACION
LAURELES I Y II,VIAS PUBLICAS
LA MILAGROSA,VIAS PUBLICAS
VDA.LA MONTANHA,FINCAS Y SIMILARES
NUEVO PLAN,PANADERIAS
SAN VICENTE,TIENDA
SAN VICENTE,TIENDA
EL CENTRO ALBANIA,VIAS PUBLICAS
COLOMBIA,VIAS PUBLICAS
LOS CORALES,VIAS PUBLICAS
LA FLORESTA,VIAS PUBLICAS
EL RECREO,VIAS PUBLICAS
SAN FRANCISCO,FRENTE A RESIDENCIAS - VIA PUBLICA
CENTRO,LOCAL COMERCIAL
ALARCON,FRENTE EMPRESA - VIA PUBLICA
LA CEIBA,VIAS PUBLICAS
SAN ALONSO,VIAS PUBLICAS
COMUNEROS,VIAS PUBLICAS
CABECERA DEL LLANO,OFICINAS
CASCO ANTIGUO DE FLORIDABLANCA,VIAS PUBLICAS
CHIMITA,VIAS PUBLICAS
BELLAVISTA P/TA,VIAS PUBLICAS
LA SELVA,VIAS PUBLICAS
MAGDALENA,VIAS PUBLICAS
TOPACIO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
JARDIN I ETAPA,VIAS PUBLICAS
LAS MARGARITAS,VIAS PUBLICAS
EL BOSQUE PARTE ALTA,VIAS PUBLICAS
VRDA. GUACAMAYAS,VIAS PUBLICAS
VRDA. GUACAMAYAS,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
SAN PEDRO E3,ESTACION M.I.O.
LOS COMUNEROS II E13,CASAS DE HABITACION
MARIANO RAMOS E16,VIAS PUBLICAS
SINDICAL E12,PARADERO DE BUSES
SAN LUIS II E6,VIAS PUBLICAS
PRADOS DE ORIENTE E11,VIAS PUBLICAS
ALAMEDA E9,VIAS PUBLICAS
CANHAVERALEJO - SEGUROS P. E19,VIAS PUBLICAS
EL VERGEL E13,VIAS PUBLICAS
EL RETIRO E15,VIAS PUBLICAS
ALFONSO B. ARAGON E14,VIAS PUBLICAS
MUNICIPAL E8,VIAS PUBLICAS
MUNICIPAL E8,VIAS PUBLICAS
MUNICIPAL E8,VIAS PUBLICAS
MUNICIPAL E8,VIAS PUBLICAS
PANAMERICANO (23-2),VIAS PUBLICAS
PALO BLANCO,INTERIOR VEHICULO PARTICULAR
SEMBRADOR,VIAS PUBLICAS
PARIS CENTRAL,VIAS PUBLICAS
MACHADO,VIAS PUBLICAS
LAURELES C-11,VIAS PUBLICAS
VILLANUEVA C-10,VIAS PUBLICAS
BOMBONA 1 C-10,VIAS PUBLICAS
ALTAVISTA C-16,VIAS PUBLICAS
GIRARDOT C-5,VIAS PUBLICAS
