MUNICIPIO,SITIO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
GIRARDOT,VIAS PUBLICAS
SOACHA,PARQUES
SOACHA,CENTRO COMERCIAL
SAN JUAN DEL CESAR,CASAS DE HABITACION
SAN JUAN DEL CESAR,CASAS DE HABITACION
SAN JUAN DEL CESAR,CASAS DE HABITACION
PITALITO,VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
ZONA BANANERA,VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
IPIALES,VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
OCANHA,CASAS DE APUESTAS
PAMPLONA,VIAS PUBLICAS
CALARCA,TRAMO DE VIA
CALARCA,APARTAMENTO
CALARCA,APARTAMENTO
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BUCARAMANGA (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),ESTACION METROLINEA
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
FLORIDABLANCA,VIAS PUBLICAS
GIRON,VIAS PUBLICAS
PIEDECUESTA,VIAS PUBLICAS
GUAMO,RIVERAS
HONDA,CASAS DE HABITACION
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),LOCAL COMERCIAL
BUENAVENTURA,VIAS PUBLICAS
BUENAVENTURA,LOCAL COMERCIAL
BUENAVENTURA,LOCAL COMERCIAL
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),CENTRO COMERCIAL
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),CASAS DE HABITACION
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
GUADALAJARA DE BUGA,OFICINAS
CAUCASIA,VIAS PUBLICAS
EL BAGRE,FINCAS Y SIMILARES
ENVIGADO,VIAS PUBLICAS
ENVIGADO,CASAS DE HABITACION
LA ESTRELLA,APARTAMENTO EN CONJUNTO CERRADO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),PARQUES
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),INTERIOR VEHICULO PARTICULAR
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),APARTAMENTO
MEDELLIN (CT),CASAS DE HABITACION
MEDELLIN (CT),CENTRO COMERCIAL
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),ALMACENES
MEDELLIN (CT),VIAS PUBLICAS
SABANETA,VIAS PUBLICAS
SABANETA,VIAS PUBLICAS
SABANETA,VIAS PUBLICAS
BARRANQUILLA (CT),ESTADERO
BARRANQUILLA (CT),VIAS PUBLICAS
SABANAGRANDE,CARRETERA
SABANALARGA,VIAS PUBLICAS
CARTAGENA (CT),CASAS DE HABITACION
CARTAGENA (CT),VIAS PUBLICAS
MAGANGUE,VIAS PUBLICAS
DUITAMA,VIAS PUBLICAS
CHINCHINA,VIAS PUBLICAS
LA DORADA,"HOTELES, RESIDENCIAS, Y SIMILARES."
MANIZALES (CT),CASAS DE HABITACION
MANIZALES (CT),VIAS PUBLICAS
FLORENCIA (CT),TIENDA
FLORENCIA (CT),BOMBA DE GASOLINA
FLORENCIA (CT),CASAS DE HABITACION
YOPAL (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
SANTANDER DE QUILICHAO,VIAS PUBLICAS
LA JAGUA DE IBIRICO,VIAS PUBLICAS
VALLEDUPAR (CT),ALMACENES
CERETE,VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),RESTAURANTES
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),SECTOR COMERCIO
MONTERIA (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),LOCAL COMERCIAL
BOGOTA D.C. (CT),ESTACION TRANSMILENIO RICAURTE (CLL 13)
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),CANCHA DE FUTBOL
BOGOTA D.C. (CT),PARQUES
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO ALCALA
BOGOTA D.C. (CT),BUS MASIVO INTEGRAL DE OCCIDENTE M.I.O.
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),CALLEJON
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),CASAS DE HABITACION
BOGOTA D.C. (CT),DISCOTECAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),PANADERIAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO SANTA ISABEL
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO UNIV. NACIONAL
BOGOTA D.C. (CT),VIAS PUBLICAS
MAICAO,VIAS PUBLICAS
CAMPOALEGRE,VIAS PUBLICAS
NEIVA (CT),LOCAL COMERCIAL
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),CASAS DE HABITACION
NEIVA (CT),CASAS DE HABITACION
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),CASAS DE HABITACION
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),CASAS DE HABITACION
ARACATACA,VIAS PUBLICAS
ARACATACA,VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
IPIALES,VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),HOSPITALES
CUCUTA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),CASAS DE HABITACION
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),INTERIOR VEHICULO SERVICIO PUBLICO
MONTENEGRO,VIAS PUBLICAS
DOSQUEBRADAS,VIAS PUBLICAS
LA VIRGINIA,VIAS PUBLICAS
PEREIRA (CT),CASAS DE HABITACION
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),CASAS DE HABITACION
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),LOCAL COMERCIAL
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),ALMACENES
FLORIDABLANCA,SUPERMERCADOS
FLORIDABLANCA,FRENTE CONJUNTO - VIA PUBLICA
GIRON,VIAS PUBLICAS
LEBRIJA,VIAS PUBLICAS
LEBRIJA,VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
ARMERO,FINCAS Y SIMILARES
ESPINAL,VIAS PUBLICAS
ESPINAL,VIAS PUBLICAS
FRESNO,VIAS PUBLICAS
MELGAR,VIAS PUBLICAS
MELGAR,VIAS PUBLICAS
SAN LUIS,VIAS PUBLICAS
BUENAVENTURA,ALTAMAR
CALI (CT),INTERIOR VEHICULO SERVICIO PUBLICO
CALI (CT),VIAS PUBLICAS
CALI (CT),CENTRO COMERCIAL
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALIMA,VIAS PUBLICAS
CALIMA,VIAS PUBLICAS
PALMIRA,SUPERMERCADOS
PALMIRA,VIAS PUBLICAS
PALMIRA,VIAS PUBLICAS
ENVIGADO,VIAS PUBLICAS
ITAGUI,VIAS PUBLICAS
ITAGUI,VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),SEMAFORO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),PANADERIAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),SEMAFORO
MEDELLIN (CT),PARQUES
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),ESCENARIOS DEPORTIVOS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),ESTADIO
MEDELLIN (CT),ALMACENES
MEDELLIN (CT),CASAS DE HABITACION
MEDELLIN (CT),VIAS PUBLICAS
NARINHO,VIAS PUBLICAS
YONDO,VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
MALAMBO,VIAS PUBLICAS
CHIQUINQUIRA,INTERIOR VEHICULO SERVICIO PUBLICO
DUITAMA,VIAS PUBLICAS
SOGAMOSO,CENTRO COMERCIAL
SUTAMARCHAN,VIAS PUBLICAS
TUNJA (CT),CASAS DE HABITACION
TUNJA (CT),CASAS DE HABITACION
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),CASAS DE HABITACION
FLORENCIA (CT),RODANDO SOBRE VIA - VIA PUBLICA
YOPAL (CT),BIBLIOTECA
YOPAL (CT),CASAS DE HABITACION
POPAYAN (CT),VIAS PUBLICAS
LORICA,VIAS PUBLICAS
MONTERIA (CT),CASAS DE HABITACION
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),LOCAL COMERCIAL
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),CASA DE LENOCINIO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),TIENDA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),PARQUES
BOGOTA D.C. (CT),CASAS DE HABITACION
BOGOTA D.C. (CT),SOBRE ANDEN - VIA PUBLICA
BOGOTA D.C. (CT),VIAS PUBLICAS
MOSQUERA,VIAS PUBLICAS
RIOHACHA (CT),CASAS DE HABITACION
RIOHACHA (CT),CASAS DE HABITACION
NEIVA (CT),INTERIOR VEHICULO PARTICULAR
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
RESTREPO,TRAMO DE VIA
VILLAVICENCIO (CT),FINCAS Y SIMILARES
VILLAVICENCIO (CT),CASAS DE HABITACION
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),TERMINAL DE TRANSPORTES
IPIALES,VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
ARMENIA (CT),VEHICULO
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
CALARCA,FRENTE A RESIDENCIAS - VIA PUBLICA
DOSQUEBRADAS,CASAS DE HABITACION
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),CASAS DE HABITACION
BARRANCABERMEJA,VIAS PUBLICAS
BUCARAMANGA (CT),CANCHA DE FUTBOL
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),"HOTELES, RESIDENCIAS, Y SIMILARES."
MORROA,CASAS DE HABITACION
SANTIAGO DE TOLU,VIAS PUBLICAS
SINCELEJO (CT),CASAS DE HABITACION
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
ATACO,VIAS PUBLICAS
ESPINAL,CASAS DE HABITACION
FLANDES,LOCAL COMERCIAL
GUAMO,VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
MELGAR,VIAS PUBLICAS
MELGAR,CASAS DE HABITACION
BUENAVENTURA,VIAS PUBLICAS
CALI (CT),PARADERO DE BUSES
CALI (CT),BUS MASIVO INTEGRAL DE OCCIDENTE M.I.O.
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
CALI (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
GUADALAJARA DE BUGA,DENTRO DE LA VIVIENDA
PALMIRA,VIAS PUBLICAS
ROLDANILLO,VIAS PUBLICAS
YUMBO,VIAS PUBLICAS
ZARZAL,VIAS PUBLICAS
BELLO,VIAS PUBLICAS
BELLO,VIAS PUBLICAS
EL CARMEN DE VIBORAL,VIAS PUBLICAS
ITUANGO,COMEDORES Y/O COCINA
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),CASAS DE HABITACION
MEDELLIN (CT),CASAS DE HABITACION
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),FRENTE A EDIFICIO - VIA PUBLICA
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),"BARES, CANTINAS Y SIMILARES"
MEDELLIN (CT),PARQUES
SANTAFE DE ANTIOQUIA,VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VEHICULO
SOLEDAD,VIAS PUBLICAS
SOLEDAD,VIAS PUBLICAS
CARTAGENA (CT),VIAS PUBLICAS
CARTAGENA (CT),VIAS PUBLICAS
TUNJA (CT),CASAS DE HABITACION
MANIZALES (CT),CASAS DE HABITACION
FLORENCIA (CT),VIAS PUBLICAS
FLORENCIA (CT),VIAS PUBLICAS
FLORENCIA (CT),VIAS PUBLICAS
AGUAZUL,FRENTE A RESIDENCIAS - VIA PUBLICA
YOPAL (CT),CASAS DE HABITACION
POPAYAN (CT),VIAS PUBLICAS
SANTANDER DE QUILICHAO,VIAS PUBLICAS
QUIBDO (CT),VIAS PUBLICAS
MONTERIA (CT),TIENDA
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
SAN CARLOS,CARRETERA
APULO,FINCAS Y SIMILARES
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO SANTA ISABEL
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),SOBRE ANDEN - VIA PUBLICA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SITP
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
DISTRACCION,VIAS PUBLICAS
RIOHACHA (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
SAN JUAN DEL CESAR,VIAS PUBLICAS
HOBO,VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
NEIVA (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),CASAS DE HABITACION
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),FRENTE IGLESIA - VIA PUBLICA
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),LOCAL COMERCIAL
PITALITO,VIAS PUBLICAS
GRANADA,VIAS PUBLICAS
IPIALES,VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
ARMENIA (CT),VEHICULO
ARMENIA (CT),VIAS PUBLICAS
CORDOBA,DISCOTECAS
DOSQUEBRADAS,CANCHA DE FUTBOL
PEREIRA (CT),CASAS DE HABITACION
PEREIRA (CT),CASAS DE HABITACION
PEREIRA (CT),CASAS DE HABITACION
PEREIRA (CT),RESTAURANTES
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),CASAS DE HABITACION
BARRANCABERMEJA,VIAS PUBLICAS
BUCARAMANGA (CT),LOCAL COMERCIAL
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),LOCAL COMERCIAL
BUCARAMANGA (CT),LOCAL COMERCIAL
BUCARAMANGA (CT),VIAS PUBLICAS
PIEDECUESTA,FRENTE A RESIDENCIAS - VIA PUBLICA
PIEDECUESTA,FRENTE A RESIDENCIAS - VIA PUBLICA
SINCELEJO (CT),CASAS DE HABITACION
CARMEN DE APICALA,FINCAS Y SIMILARES
CARMEN DE APICALA,FINCAS Y SIMILARES
ESPINAL,VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
MELGAR,CASAS DE HABITACION
MELGAR,CASAS DE HABITACION
MELGAR,CASAS DE HABITACION
PURIFICACION,VIAS PUBLICAS
PURIFICACION,VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),CASAS DE HABITACION
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CANDELARIA,VIAS PUBLICAS
CARTAGO,"HOTELES, RESIDENCIAS, Y SIMILARES."
GUADALAJARA DE BUGA,DISCOTECAS
GUADALAJARA DE BUGA,VIAS PUBLICAS
SEVILLA,VIAS PUBLICAS
TULUA,VIAS PUBLICAS
COPACABANA,VIAS PUBLICAS
ITAGUI,VIAS PUBLICAS
ITAGUI,INTERIOR VEHICULO SERVICIO PUBLICO
ITAGUI,VIAS PUBLICAS
ITAGUI,VIAS PUBLICAS
MARINILLA,CASAS DE HABITACION
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),CASAS DE HABITACION
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
SABANETA,APARTAMENTO
ARAUCA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
SOLEDAD,VIAS PUBLICAS
SOLEDAD,VIAS PUBLICAS
TUNJA (CT),VIAS PUBLICAS
TUNJA (CT),VIAS PUBLICAS
TUNJA (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
FLORENCIA (CT),VIAS PUBLICAS
YOPAL (CT),CASAS DE HABITACION
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
PUERTO TEJADA,VIAS PUBLICAS
LA JAGUA DE IBIRICO,VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO QUINTA PAREDES
BOGOTA D.C. (CT),ESTACION TRANSMILENIO RICAURTE (CLL 13)
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),"COLEGIOS, ESCUELAS"
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO PORTAL AMERICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),LOCAL COMERCIAL
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),LOCAL COMERCIAL
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO RICAURTE (CRA 30)
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
BOGOTA D.C. (CT),BUS TRANSMILENIO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO AV. EL DORADO
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),UNIVERSIDADES
BOGOTA D.C. (CT),VIAS PUBLICAS
CHIA,NO DEFINIDO
RIOHACHA (CT),VIAS PUBLICAS
SAN JUAN DEL CESAR,VIAS PUBLICAS
NEIVA (CT),CASAS DE HABITACION
NEIVA (CT),APARTAMENTO
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
PITALITO,VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
SAN ANDRES DE TUMACO,VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
OCANHA,VIAS PUBLICAS
OCANHA,VIAS PUBLICAS
ARMENIA (CT),CASAS DE HABITACION
CALARCA,VIAS PUBLICAS
CIRCASIA,VIAS PUBLICAS
MONTENEGRO,FINCAS Y SIMILARES
PEREIRA (CT),PANADERIAS
PEREIRA (CT),TIENDA
PEREIRA (CT),TIENDA
ALBANIA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
