BARRIO,ZONA
LAS AMERICAS E-8,URBANA
LAS AMERICAS E-8,URBANA
PATIO BONITO I E-8,URBANA
SANTA ISABEL E-14,URBANA
ENGATIVA E-10,URBANA
CIUDADELA EL RECREO E-7,URBANA
RESTREPO E-15,URBANA
BRITALIA E-11,URBANA
CHAPINERO ALTO E-2,URBANA
LA LIBERTAD E-7,URBANA
CIUDAD JARDIN E-11,URBANA
QUIRIGUA I E-10,URBANA
SAN PABLO E-9,URBANA
LOS CEDRITOS E-1,URBANA
LA ESMERALDA E-13,URBANA
NICOLAS DE FEDERMAN E-13,URBANA
SANTA TERESITA E-13,URBANA
MORATO E-11,URBANA
LA CANDELARIA E-17,URBANA
CIUDAD KENNEDY CENTRAL E-8,URBANA
LA FRAGUA E-15,URBANA
LA CAPUCHINA E-3,URBANA
TEUSAQUILLO E-13,URBANA
SAN FELIPE E-12,URBANA
VILLA DEL PRADO E-11,URBANA
RESTREPO E-15,URBANA
URB. LA ALQUERIA E-16,URBANA
SUBA CENTRO E-11,URBANA
OLARTE E-7,URBANA
VER. MUNHA,RURAL
CUIDADELA SUCRE I,URBANA
CENTRO,URBANA
SAN RAFAEL,URBANA
CENTRO,URBANA
TIMANCO,URBANA
VILLA CAROLINA,URBANA
CALAMO,URBANA
ONCE DE NOVIEMBRE,URBANA
CARULU,URBANA
EL EMPORIO,URBANA
EL EMPORIO,URBANA
BOSQUES DE ABAJAM*,URBANA
NUEVA ARANDA,URBANA
MARIDIAZ,URBANA
TEQUENDAMA,URBANA
LORENZO,URBANA
EMILIO BOTERO,URBANA
AV. LAS AMERICAS,URBANA
EL PILAR,URBANA
BARRIO CAOBOS,URBANA
SECTOR CEMENTERIO JARDINES,URBANA
CENTRO,URBANA
GAITAN,URBANA
LA PRADERA,URBANA
CAMPESTRE B,URBANA
SECTOR PARQUE EL LAGO,URBANA
KENNEDY,URBANA
CENTRO,URBANA
LA TRINIDAD,URBANA
EL BOSQUE,URBANA
SECTOR COLEGIO LAS MERCEDES (TRONCAL),URBANA
PIONEROS,URBANA
MIROLINDO,URBANA
HIPODROMO,URBANA
PALERMO,URBANA
VALLE GRANDE E21,URBANA
LOS CAMBULOS E19,URBANA
LILI E17,URBANA
CGTO PANCE E22,URBANA
EL LIDO E19,URBANA
SAN JUAN BOSCO E3,URBANA
VERSALLES E2,URBANA
ALFONSO LOPEZ I E7,URBANA
CENTENARIO E2,URBANA
ALTO JORDAN E18,URBANA
LOS ALCAZARES E6,URBANA
LAS ORQUIDEAS E14,URBANA
EL CARMELO,URBANA
JOSE MARIA CABAL,URBANA
EL PORVENIR E24,URBANA
CENTRAL,URBANA
EL CENTRO,URBANA
CENTRAL,URBANA
EL REMANZO,URBANA
PRIMAVERA,URBANA
DEL CHOCHO,URBANA
CENTRO,URBANA
ZONA CENTRO,URBANA
FRANCISCO ANTONIO ZEA C-5,URBANA
SAN JAVIER 1 C-13,URBANA
SEVILLA  C-4,URBANA
ROBLEDO C-7,URBANA
SEVILLA  C-4,URBANA
BOMBONA 1 C-10,URBANA
EL POBLADO C-14,URBANA
JESUS NAZARENO C-10,URBANA
LA CANDELARIA C-10,URBANA
CAMPO AMOR C-15,URBANA
LAURELES C-11,URBANA
PERPETUO SOCORRO C-10,URBANA
NARANJAL C-11,URBANA
LA CANDELARIA C-10,URBANA
BOMBONA 1 C-10,URBANA
INVASION BELLO HORIZONTE,URBANA
ALTOS DEL PRADO,URBANA
CENTRO,URBANA
PARQUE DAVID GUARIN,URBANA
BARRIO CENTRO,URBANA
EL CARMEN,URBANA
CENTRO,URBANA
BARRIO SANTA INES,URBANA
CENTRO,URBANA
SOLIDARIDAD,URBANA
CENTRO,URBANA
CENTRO,URBANA
CHAMPAGNHA,URBANA
SAN CAMILO,URBANA
EL PAJONAL,URBANA
CENTRO,URBANA
BOLIVAR,URBANA
VDA RIO BLANCO NORTE,RURAL
PANAMA,URBANA
SAN MARTIN,URBANA
JULIO FIGUEROA VILLA,URBANA
BARRANCAS E-1,URBANA
CIUDAD SALITRE E-9,URBANA
SANTA BARBARA CENTRAL E-1,URBANA
SANTA BARBARA CENTRAL E-1,URBANA
CHICO II E-2,URBANA
BOCHICA COMPARTIR E-10,URBANA
CENTRO E-3,URBANA
OLARTE E-7,URBANA
VENECIA E-6,URBANA
POLO CLUB E-12,URBANA
PALERMO E-13,URBANA
TIMIZA CELULA A LOTE RA-2 E-8,URBANA
CIUDAD KENNEDY CENTRAL E-8,URBANA
NORMANDIA E-10,URBANA
ROMA  E-8,URBANA
SAGRADO CORAZON E-1,URBANA
EL PROGRESO E-14,URBANA
SAN MARTIN E-3,URBANA
LAS CRUCES E-4,URBANA
SAN JOSE DE BAVARIA  E-8,URBANA
MARLY E-2,URBANA
VICTORIA E-1,URBANA
FERIAS E-10,URBANA
COLSEGUROS E-14,URBANA
CHAPINERO CENTRAL E-2,URBANA
UNICENTRO E-1,URBANA
LAS ORQUIDEAS E-1,URBANA
CENTRO COMERCIAL COLSEGUROS E-3,URBANA
GALERIAS E-13,URBANA
JOSE JOAQUIN VARGAS E-12,URBANA
SAMPER E-3,URBANA
TINTAL    E-8,URBANA
TECHO  E-8,URBANA
OLAYA E-18,URBANA
LA ALAMEDA E-1,URBANA
SANTA MATILDE I SECTOR E-16,URBANA
SAN DIEGO E-3,URBANA
URB. MAZUREN I SECTOR E-11,URBANA
CIUDADEAL LA LIBERTAD II E-7,URBANA
URB. PUENTE ARANDA E-16,URBANA
SURAMERICA E-4,URBANA
LOS HAYUELOS E-9,URBANA
TEUSAQUILLO E-13,URBANA
INGLES E-18,URBANA
SAN MARCOS,URBANA
SAN JOSE SPRING E-11,URBANA
ALFONSO LOPEZ E-13,URBANA
GAITAN E-12,URBANA
ORTENZAL E-16,URBANA
VILLA MAYOR E-15,URBANA
URB. CLARET EL CARMEN E-6,URBANA
VER. ALTO YASAL,RURAL
CENTRO,URBANA
EL CENTRO,URBANA
TIMANCO,URBANA
AYACUCHO (C-1),URBANA
JARDIN,URBANA
MALVINAS,URBANA
NUEVA GRANADA,URBANA
LOS FUNDADORES,URBANA
AQUINE I,URBANA
CARLOS PIZARRO,URBANA
SANTA BARBARA,URBANA
LORENZO,URBANA
EL DORADO,URBANA
BARRIO CONTENTO,URBANA
BARRIO LA CABRER,URBANA
BARRIO LATINO,URBANA
BARRIO LA PLAYA,URBANA
SECTOR CAM,URBANA
MANANTIALES I Y II,URBANA
SECTOR AVENIDA CIRCUNVALAR,URBANA
SECTOR AVENIDA CIRCUNVALAR,URBANA
SECTOR GALERIA CENTRAL,URBANA
TURIN,URBANA
SECTOR PARQUE PRINCIPAL,URBANA
SAN JOAQUIN,URBANA
BARRIO RACK HOLLE,URBANA
LA ESPERANZA,URBANA
URB. BAVARIA,URBANA
ANTONIA SANTOS,URBANA
LA AURORA,URBANA
CABECERA DEL LLANO,URBANA
CENTRO,URBANA
DIAMANTE II,URBANA
ALARCON,URBANA
URB. VILLA MARCELA,URBANA
MORICHAL,URBANA
INVACION LA PALMA,URBANA
SAN CARLOS,URBANA
INDUSTRIAL,URBANA
SIMON BOLIVAR,URBANA
SECTOR PUENTE DEL COMERCIO E6,URBANA
LAS GRANJAS E10,URBANA
PRIMERO DE MAYO E17,URBANA
CHAMPAGNAT E19,URBANA
DESEPAZ INVICALI E21,URBANA
MOJICA E15,URBANA
ULPIANO LLOREDA E13,URBANA
MANUELA BELTRAN E14,URBANA
PAMPA LINDA E19,URBANA
PRIMERO DE MAYO E17,URBANA
BELISARIO CAICEDO E20,URBANA
BENJAMIN HERRERA E8,URBANA
EL CALVARIO E3,URBANA
SANTANDER E4,URBANA
MARROQUIN I E14,URBANA
COMPARTIR E21,URBANA
URB. TEQUENDAMA E19,URBANA
LAS GRANJAS E10,URBANA
EL JARDIN E11,URBANA
SAN PEDRO E3,URBANA
VILLACOLOMBIA E8,URBANA
VERSALLES E2,URBANA
SANTA ISABEL E19,URBANA
BENJAMIN HERRERA E8,URBANA
BENJAMIN HERRERA E8,URBANA
BENJAMIN HERRERA E8,URBANA
CENTRO,URBANA
EL CENTRO,URBANA
FRANCISCANOS,URBANA
ZONA CENTRO,URBANA
LA MINA,URBANA
LAS VEGAS,URBANA
MESA,URBANA
LAS VEGAS,URBANA
CENTRO,URBANA
LA CANDELARIA C-10,URBANA
PROGRESO C-5,URBANA
LA CANDELARIA C-10,URBANA
SANTA FE C-15,URBANA
LA CANDELARIA C-10,URBANA
LA GLORIA C-16,URBANA
GUAYAQUIL C-10,URBANA
BOMBONA 1 C-10,URBANA
LA CANDELARIA C-10,URBANA
GUAYAQUIL C-10,URBANA
CARLOS E. RESTREPO C-11,URBANA
PRADO C-10,URBANA
U.D. ATANASIO GIRARDOT C-11,URBANA
LOS CERROS EL VERGEL  C-9,URBANA
LA CANDELARIA C-10,URBANA
CERRO EL VOLADOR C-7,URBANA
EL POBLADO C-14,URBANA
LA CANDELARIA C-10,URBANA
ROBLEDO C-7,URBANA
CONQUISTADORES C-11,URBANA
LA MILAGROSA  C-9,URBANA
1 DE MAYO,URBANA
NUEVA GRANADA,URBANA
EL RECREO,URBANA
CARRIZAL,URBANA
CHIQUINQUIRA,URBANA
EL TUCAN,URBANA
LA INMACULADA,URBANA
LA MARIA,URBANA
MANZANARES,URBANA
CENTRO,URBANA
BARRIO LA NIEVES,URBANA
BARRIO MESOPOTAMIA,URBANA
BARRIO MESOPOTAMIA,URBANA
URBANIZACION LAS QUINTAS,URBANA
URBANIZACION LAS QUINTAS,URBANA
BARRIO LAS CALLEJAS,URBANA
CENTRO,URBANA
CENTRO,URBANA
VIA TRONCAL DEL HACHA,RURAL
VILLA DEL PRADO,URBANA
LA CAMPINHA,URBANA
BELLO HORIZONTE,URBANA
BELLO HORIZONTE,URBANA
EL EMPEDRADO,URBANA
URBANIZACION VILLA NUEVA,URBANA
PARAISO I,URBANA
SAN MIGUEL,URBANA
SAN MIGUEL,URBANA
DINDALITO E-8,URBANA
METROPOLIS E-12,URBANA
ALCAZARES E-12,URBANA
SAN JOSE SPRING E-11,URBANA
QUINTA PAREDES E-13,URBANA
GALERIAS E-13,URBANA
BARRIOS UNIDOS E-12,URBANA
TOBERIN ORIENTAL E-1,URBANA
GALERIAS E-13,URBANA
LAS NIEVES E-3,URBANA
SAN JOSE ORIENTAL E-4,URBANA
LOS MOLINOS DEL SUR E-18,URBANA
PRIMAVERA NORTE E-10,URBANA
CHAPINERO CENTRAL E-2,URBANA
LA FAVORITA E-14,URBANA
MODELIA E-9,URBANA
ALHAMBRA SECTOR NORTE E-11,URBANA
ANDES E-11,URBANA
SANTA INES E-3,URBANA
LA CONEJERA II ETAPA E-11,URBANA
VEINTE DE JULIO E-4,URBANA
VEINTE DE JULIO E-4,URBANA
LAS AGUAS E-3,URBANA
VILLA DEL PRADO E-11,URBANA
EL RESTREPO E-15,URBANA
LA FAVORITA E-14,URBANA
EL RETIRO E-2,URBANA
LA FLORESTA E-11,URBANA
QUIROGA IHS ETAPA E-18,URBANA
CASTILLA LA NUEVA E-8,URBANA
ALFONSO LOPEZ E-5,URBANA
LA FAVORITA E-14,URBANA
CENTRO ADMINISTRATIVO E-17,URBANA
CHAPINERO NORTE E-2,URBANA
BANDERAS E-8,URBANA
SANTA BARBARA E-3,URBANA
BOSA CENTRO E-7,URBANA
MARLY E-2,URBANA
CIUDAD SALITRE E-9,URBANA
URB. LUCERNA E-8,URBANA
URB. LA GUACA E-16,URBANA
PALERMO SUR - BRISAS E-18,URBANA
MUZU E-16,URBANA
SAN MARTIN DE PORRES E-8,URBANA
GRAN BRITALIA E-8,URBANA
CENTRO,URBANA
VIVISOL,URBANA
CENTRO,URBANA
VER.ALTO DE ISNA,RURAL
VER.ALTO DE ISNA,RURAL
VER.ALTO DE ISNA,RURAL
VER.ALTO DE ISNA,RURAL
LOS OLIVOS,URBANA
CENTRO,RURAL
12 DE OCTUBRE,URBANA
12 DE OCTUBRE,URBANA
CENTRO,URBANA
CENTRO,URBANA
CENTRO,URBANA
VILLA PATRICIA,URBANA
QUIRINAL,URBANA
CORREGIMIENTO BUENOS AIRES,URBANA
URBANIZACION RIASCOS,URBANA
SIMON BOLIVAR,URBANA
CENTRO,URBANA
NUEVO MAIZARO,URBANA
CENTRO,URBANA
LA CASTELLANA,URBANA
PARQUE BOLIVAR,URBANA
AV. LAS AMERICAS,URBANA
AV. LAS AMERICAS,URBANA
BARRIO ALTO PAMPLONITA,URBANA
URIBE,URBANA
EL CACIQUE,URBANA
BOMBEROS,URBANA
TERMINAL DE TRANSPORTES,URBANA
LA INDEPENDENCIA,URBANA
CORALES,URBANA
B. SAMARIA I,RURAL
LA UNIVERSIDAD,URBANA
CAFE MADRID,URBANA
JARDIN DE LIMONCITO,URBANA
RINCON DE GIRON,URBANA
CHIMITA,URBANA
LA ESMERALDA,URBANA
CIUDADELA NUEVO GIRON,URBANA
AV. LAS PENHITAS,URBANA
CENTRO,URBANA
PIEDRA PINTADA PARTE ALTA,URBANA
CERRO GORDO,URBANA
NUEVA FLORESTA E12,URBANA
CHAPINERO E8,URBANA
SAN JUDAS TADEO I E10,URBANA
MARIANO RAMOS E16,URBANA
RODRIGO LARA BONILLA E13,URBANA
SAN PEDRO E3,URBANA
PARCELACIONES PANCE E22,URBANA
LOS ANDES E5,URBANA
SAN LUIS II E6,URBANA
ALAMEDA E9,URBANA
LA FLORA E2,URBANA
MELENDEZ E18,URBANA
VILLA DEL SUR E11,URBANA
URB. EL BOSQUE,URBANA
PUERTAS DEL SOL,URBANA
BELALCAZAR E25,URBANA
EL CONGOLO,URBANA
EL TRIANON,URBANA
SANTA MARIA # 1,URBANA
URB. ROSALEDA  S.A.P.,RURAL
EL NOGAL. LOS ALMENDROS C-16,URBANA
BOSTON C-10,URBANA
LA CANDELARIA C-10,URBANA
CASTROPOL C-14,URBANA
MANRIQUE 2  C-3,URBANA
MOSCU 2 C-1,URBANA
DOCE DE OCTUBRE C-6,URBANA
ALFONSO LOPEZ C-5,URBANA
SEVILLA  C-4,URBANA
LOS PINOS,URBANA
B.BOYACA BAJO,URBANA
BARRIO LA ESPERANZA,URBANA
VATICANO,URBANA
BARRIO CENTRO,URBANA
CATALUNHA,URBANA
URBANIZACION URAZANDY,URBANA
URBANIZACION URAZANDY,URBANA
SECTOR PUENTE DOMINICO PARMA,URBANA
BARRIO LOS AGUSTINOS,URBANA
LA LEONORA,URBANA
EL PARAISO,URBANA
CENTRO,URBANA
EL ROSAL,URBANA
PROVIVIENDA,URBANA
VARIANTE SUR,URBANA
EL PAJONAL,URBANA
SAN JOSE,URBANA
CENTRO,URBANA
LA PAMBA,URBANA
NUEVO SAN JOSE,URBANA
CANALON,URBANA
URB.POPULANDIA,URBANA
MARIA CAMILA,URBANA
URB.VILLA DARIANA,URBANA
VILLA CELINA,URBANA
CAMPO ALEGRE,URBANA
EL CENTRO,URBANA
LA GRANJA,URBANA
VILLA SORRENTO,URBANA
LA SAMARIA,URBANA
EL TAMBO,URBANA
EL TAMBO,URBANA
EL TAMBO,URBANA
EL TAMBO,URBANA
ABRAHAM LINCON E-6,URBANA
LOURDES E-2,URBANA
LA CALLEJA E-1,URBANA
SAN VICTORINO E-3,URBANA
JOSE JOAQUIN VARGAS E-12,URBANA
RICAURTE E-14,URBANA
LOS CEDRITOS E-1,URBANA
URB. REMANSO II SECTOR E-16,URBANA
TEUSAQUILLO E-13,URBANA
LA ESMERALDA E-13,URBANA
SAN JOAQUIN E-7,URBANA
LOS CEDRITOS E-1,URBANA
URB. MIRANDELA E-11,URBANA
LA ESMERALDA E-13,URBANA
MARLY E-2,URBANA
ANTIGUO COUNTRY E-2,URBANA
SANTA FE E-13,URBANA
EL RETIRO E-2,URBANA
BOSA E-7,URBANA
EL NOGAL E-2,URBANA
OLARTE E-7,URBANA
SANTA ROSA E-11,URBANA
BELLA SUIZA E-1,URBANA
EL POA E-11,URBANA
SAN PABLO E-7,URBANA
MODELIA E-9,URBANA
LA GAITANA E-11,URBANA
LAS AGUAS E-3,URBANA
CIUDAD SALITRE E-9,URBANA
LA CANDELARIA E-17,URBANA
SANTA ROSITA E-10,URBANA
EL TESORO E-19,URBANA
7 DE AGOSTO E-12,URBANA
LA ESMERALDA E-13,URBANA
RINCON DE BOYACA E-11,URBANA
LOS HAYUELOS E-9,URBANA
AEROPUERTO EL DORADO,URBANA
EL RETIRO E-2,URBANA
LUIS CARLOS GALAN,URBANA
LAS TUNAS,URBANA
SAN MARTIN DE PORRES,URBANA
CARIBE,URBANA
31 DE OCTUBRE,URBANA
LAS DELICIAS,URBANA
PRADO NORTE,URBANA
URBANIZACION EL TESORO,URBANA
CENTRO,URBANA
URBANIZACION LOS CERROS,URBANA
ALFONSO LOPEZ,URBANA
CENTRO,URBANA
AV. LOS MARACOS,URBANA
EL RETIRO,URBANA
INDUSTRIAL,URBANA
RODEO,URBANA
LIMEDEC,URBANA
CENTRO,URBANA
POPULAR,URBANA
TERMINAL,URBANA
MERCEDARIO,URBANA
BARRIO CEIBA II,URBANA
BARRIO CEIBA II,URBANA
BARRIO CEIBA II,URBANA
BARRIO COLSAG,URBANA
BARRIO DOCE DE OCTUBRE,URBANA
SUBESTACIÒN EL MIRADOR,RURAL
GRANADA,URBANA
EMPERADOR,URBANA
EMPERADOR,URBANA
ZONA CENTRO,URBANA
EL PESCADOR,URBANA
SECTOR AEROPUERTO,URBANA
LOS MOLINOS,URBANA
TEJARES DE LA LOMA,URBANA
LA VICTORIA,URBANA
MIRAFLORES,URBANA
SAN JORGE,URBANA
SAN JORGE,URBANA
CUBA V-8,URBANA
BOSTON,URBANA
URIBE URIBE,URBANA
CENTRO,RURAL
CENTRO,URBANA
CENTRO,URBANA
ANTONIA SANTOS,URBANA
DIAMANTE II,URBANA
LA CONCORDIA,URBANA
LA CEIBA,URBANA
LA CEIBA,URBANA
12 DE OCTUBRE,URBANA
CABECERA DEL LLANO,URBANA
SAN FRANCISCO,URBANA
BUCARAMANGA,URBANA
CANHAVERAL,URBANA
ALAMEDA DE CANHAVERAL,URBANA
LAGOS II,URBANA
CIUDADELA NUEVO GIRON,URBANA
CABECERA DEL LLANO P/TA,URBANA
BRISAS DE GUATIGUARA,URBANA
LA GRAN COLOMBIA,URBANA
CENTRO,URBANA
MAGDALENA,URBANA
CENTRO,URBANA
JORDAN II ETAPA,URBANA
APARCO (C-32),RURAL
BERLIN,URBANA
PAPAYO,URBANA
PRADOS DEL NORTE E2,URBANA
CALIMIO DESEPAZ E21,URBANA
CIUDAD CAPRI E17,URBANA
AGUACATAL E1,URBANA
MIRAFLORES E19,URBANA
MIRAFLORES E19,URBANA
CAMINO REAL - J BORRERO E19,URBANA
CANEY E17,URBANA
ALFONSO LOPEZ I E7,URBANA
CIUDAD UNIVERSITARIA E17,URBANA
MANUELA BELTRAN E14,URBANA
LA MERCED E3,URBANA
MOJICA E15,URBANA
EL INGENIO E17,URBANA
COLSEGUROS ANDES E10,URBANA
SAN ANTONIO E3,URBANA
NUEVA TEQUENDAMA E19,URBANA
OLIMPICO E10,URBANA
PRADOS DEL SUR E18,URBANA
MANUELA BELTRAN E14,URBANA
SAN PEDRO E3,URBANA
LA BASE E8,URBANA
SAN NICOLAS E3,URBANA
PRADOS DEL NORTE E2,URBANA
FUEN MAYOR,URBANA
CORONADO,URBANA
BELALCAZAR E25,URBANA
CENTRAL,URBANA
PIEDRAS BLANCAS,URBANA
MESA,URBANA
CENTRO,URBANA
SAN FERNANDO,URBANA
GUAYABAL C-15,URBANA
LAURELES C-11,URBANA
LA CANDELARIA C-10,URBANA
CRISTO REY C-15,URBANA
LAS LOMAS 1 C-14,URBANA
MORAVIA  C-4,URBANA
SANTA LUCIA C-12,URBANA
CRISTO REY C-15,URBANA
PATIO BONITO C-14,URBANA
EL POBLADO C-14,URBANA
JESUS NAZARENO C-10,URBANA
URB. ALIADAS DEL SUR,URBANA
SIMON BOLIVAR,URBANA
CIUDADELA 20 DE JULIO,URBANA
VILLA CAROLINA,URBANA
CENTRO,URBANA
REP. DEL LIBANO,URBANA
PARQUE PRINCIPAL,URBANA
URBANIZACION ANTONIA SANTOS,URBANA
URBANIZACION ANTONIA SANTOS,URBANA
BARRIO SAN FRANCISCO,URBANA
LA CASTELLANA,URBANA
FUNDADORES,URBANA
CENTRO,URBANA
LA ESTRELLA,URBANA
LA ESTRELLA,URBANA
VDA GALLINAZO,RURAL
VDA GALLINAZO,RURAL
URAPANES,URBANA
YAPURA NORTE,URBANA
ATALAYA,URBANA
20 DE JULIO,URBANA
20 DE JULIO,URBANA
VILLA CONSUELO,URBANA
VDA LA SOFIA,RURAL
VILLA PAULA,URBANA
SAN JOSE,URBANA
OLAYA HERRERA,URBANA
12 DE OCTUBRE,URBANA
12 DE OCTUBRE,URBANA
NINHO JESUS,URBANA
ESMERALDA,URBANA
CGTO LOS ANGELES,RURAL
MOCARI,URBANA
CGTO PELAYITO,RURAL
TEUSAQUILLO E-13,URBANA
VILLA CASTILLA E-8,URBANA
CHAPINERO ALTO E-2,URBANA
METROPOLIS E-12,URBANA
SAN CRISTOBAL E-1,URBANA
PALOQUEMAO E-14,URBANA
TOCAREMA E-8,URBANA
CERROS NORTE E-1,URBANA
RICAURTE E-14,URBANA
SAN CRISTOBAL E-1,URBANA
PIAMONTE E-7,URBANA
GRAN YOMASA E-5,URBANA
TUNA BAJA E-11,URBANA
URB. LAS LOMAS E-18,URBANA
UNICENTRO E-1,URBANA
URB. BARRANQUILLITA E-8,URBANA
CHAPINERO CENTRAL E-2,URBANA
BRASIL II SECTOR II ETAPA E-7,URBANA
LAS MARGARITAS E-8,URBANA
PATIO BONITO I E-8,URBANA
VEINTE DE JULIO E-4,URBANA
ACEVEDO TEJADA E-13,URBANA
BELLA VISTA E-2,URBANA
SANTA BARBARA E-1,URBANA
BOCHICA I E-10,URBANA
SAN FELIPE E-12,URBANA
SAN ANDRESITO LA 38 E-16,URBANA
SAN FELIPE E-12,URBANA
SAN VICENTE FERRER E-6,URBANA
LA CABRERA E-2,URBANA
ALQUERIA DE LAFRAGUA SECTOR PARAISO E-8,URBANA
BOSA E-7,URBANA
MINUTO DE DIOS E-10,URBANA
SANTA BARBARA E-1,URBANA
LA LIBERTAD E-7,URBANA
URB. JOYITA E-4,URBANA
BELLAVISTA E-8,URBANA
FONTIBON CENTRO E-9,URBANA
QUIROGA IHS ETAPA E-18,URBANA
EL NOGAL E-2,URBANA
FONTIBON CENTRO E-9,URBANA
LAS NIEVES E-3,URBANA
ALCAZARES E-12,URBANA
NUEVO TIMIZA E-8,URBANA
CAMELIA SUR E-16,URBANA
PRIMERO DE JULIO,URBANA
TRAMO DE VIA,RURAL
SAN FRANCISCO,URBANA
COQUIVACOA,URBANA
VILLA ESMERALDA,URBANA
EL JARDIN,URBANA
JARDIN,URBANA
PORVENIR,URBANA
BAVARIA,URBANA
BOLIVARIANA,URBANA
CISNE,URBANA
CISNE,URBANA
TAMINACA 1 Y 2,URBANA
SAN PEDRO ALEJANDRINO,URBANA
LOS NOGALES,URBANA
BARZAL ALTO,URBANA
SANTA HELENA I,URBANA
CENTRO,URBANA
LA CEIBA,URBANA
SAN IGNACIO,URBANA
VILLAFLOR II,URBANA
SANTA CLARA,RURAL
PARQUE BOLIVAR,URBANA
JULIAN BUCHELI,URBANA
ESTADIO LIBERTAD,URBANA
CHAPAL,URBANA
BARRIO CARORA,URBANA
BARRIO COLSAG,URBANA
BARRIO BELLAVISTA,URBANA
BARRIO CENTRO,URBANA
PARQUE CONSTITUCION,URBANA
COLON,URBANA
ZONA CENTRO,URBANA
SANTA MONICA,URBANA
CENTRO (A) PEREIRA,URBANA
EL NOGAL,URBANA
SECTOR AVENIDA DEL RIO,URBANA
SECTOR PARQUE LA LIBERTAD,URBANA
SECTOR VIADUCTO,URBANA
SECTOR COMERCIAL,URBANA
CABECERA DEL LLANO,URBANA
GIRARDOT,URBANA
PROVENZA,URBANA
BOLIVAR,URBANA
CENTRO,URBANA
VILLA ESMERALDA,URBANA
DIAMANTE II,URBANA
LA AURORA,URBANA
LA AURORA,URBANA
VERSALLES I,URBANA
URB. VALMONTI,URBANA
BUCARICA,URBANA
RINCON DE GIRON,URBANA
RINCON DE GIRON,URBANA
MIRADOR DE ARENALES,URBANA
CENTRO,URBANA
NUEVO MAJAGUAL,URBANA
LA TRINIDAD,URBANA
LA CASTELLANA,URBANA
INTERLAKEN,URBANA
COMBEIMA,URBANA
VIA PANAMERICANA,RURAL
LOS NARANJOS I E14,URBANA
ATANASIO GIRARDOT E8,URBANA
PRADOS DE ORIENTE E11,URBANA
EL GRAN LIMONAR E17,URBANA
LAS ACACIAS E10,URBANA
MORICHAL DE COMFANDI E15,URBANA
CANHAVERALEJO - SEGUROS P. E19,URBANA
MOJICA E15,URBANA
DIAMANTE E13,URBANA
LOS ANDES E5,URBANA
SAN JUDAS TADEO I E10,URBANA
MARROQUIN III E13,URBANA
OBRERO E9,URBANA
ALFONSO LOPEZ III E7,URBANA
CRISTOBAL COLON E10,URBANA
URB. MILITAR E19,URBANA
LOS PARQUES - BARRANQUILLA E5,URBANA
LOS PARQUES - BARRANQUILLA E5,URBANA
CENTRAL,URBANA
LA ESTACION,URBANA
CENTRAL,URBANA
EL DORADO,URBANA
LA CRUZ,URBANA
ZONA INDUSTRIAL #3,URBANA
SAN AGUSTIN,URBANA
LA GALERIA,URBANA
AURES C-7,URBANA
LA CANDELARIA C-10,URBANA
LA CANDELARIA C-10,URBANA
LA FLORESTA C-12,URBANA
PERPETUO SOCORRO C-10,URBANA
LA PALMA C-16,URBANA
LA CANDELARIA C-10,URBANA
LA FLORESTA C-12,URBANA
LA CANDELARIA C-10,URBANA
BOMBONA 1 C-10,URBANA
SAN ISIDRO,URBANA
CARLOS MEISEL,URBANA
VILLA CAMPESTRE,URBANA
CENTRO,URBANA
SOLANO,URBANA
CENTRO,URBANA
BARRIO EL TOPO,URBANA
BARRIO EL TOPO,URBANA
URBANIZACION LAS QUINTAS,URBANA
SECTOR EL CABLE,URBANA
CERRO DE ORO,RURAL
LA CAROLA,URBANA
LA CAROLA,URBANA
ESTAMBUL,URBANA
BARRIO LA PRIMAVERA,URBANA
BARRIO GALERIAS,URBANA
EL PORVENIR,URBANA
BAJO TABLAZO,RURAL
YAPURA,URBANA
YAMBITARA,URBANA
PANDIGUANDO,URBANA
TOMAS C. DE MOSQUERA,URBANA
CENTRO,URBANA
LA FERIA,URBANA
BALNEARIO HURTADO,URBANA
URB. VILLA TAYRONA,URBANA
PINHALITO,URBANA
SAN LUIS,URBANA
VEREDA PUEBLO SECO,RURAL
LA CASTELLANA,URBANA
BONANZA E-10,URBANA
EL SALITRE LUIS MARIA FERNANDEZ E-10,URBANA
TIBABUYES E-11,URBANA
VILLA MARIA I E-11,URBANA
ONEIDA  E-8,URBANA
CANDELARIA III-IV E-19,URBANA
CAOBOS E-1,URBANA
LOS HAYUELOS E-9,URBANA
SAN LUIS E-13,URBANA
ALQUERIA LA FRAGUA E-8,URBANA
CONTADOR E-1,URBANA
URB. MAZUREN I SECTOR E-11,URBANA
CORABASTOS E-8,URBANA
LA ESTANCIA E-19,URBANA
CHAPINERO NORTE E-2,URBANA
RICAURTE E-14,URBANA
LA CAPILLA E-7,URBANA
CHAPINERO CENTRAL E-2,URBANA
SAN CAYETANO E-11,URBANA
TINTALA E-8,URBANA
LOS HAYUELOS E-9,URBANA
SAN FRANCISCO E-19,URBANA
LA CANDELARIA E-17,URBANA
CIUDAD BERNA E-15,URBANA
CENTRO E-3,URBANA
SANTA ISABEL E-14,URBANA
LA CASTELLANA E-12,URBANA
PORVENIR LA CONCEPCION E-7,URBANA
GALERIAS E-13,URBANA
MOLINOS DE VIENTO E-10,URBANA
GALERIAS E-13,URBANA
